"Loan.Amount","Loan.Term","Employment.Length","Home.Ownership","Annual.Income","Loan.Purpose","Address.State","Debt.To.Income.Ratio","No..Delinquencies.In.Last.2.Years","Earliest.Credit.Line.Opened","FICO.Credit.Score","No..Inquiries.In.Last.6.Months","Months.Since.Last.Delinquency","No..Of.Credit.Lines","No..Adverse.Public.Records","Total.Credit.Balance","Use.Of.Credit.Line","Total.Number.Of.Credit.Lines","Loan.Application.Description","No..Of.Public.Record.Bankruptcies","Class"
9000,"36 Months",1,"MORTGAGE",65000,"Debt Consolidation","AL",9.66,"None",39172.16667,755,0,0,10,"None",2182,9,15,479,"None","0"
17000,"36 Months",10,"MORTGAGE",66150,"Debt Consolidation","AL",22.75,"None",36477.40139,705,0,0,12,"None",26146,76.2,36,0,"None","0"
6500,"36 Months",0.5,"MORTGAGE",30000,"0","",17.68,"None",34041.10347,750,0,0,8,"None",4301,37.7,23,0,"None","0"
6600,"36 Months",10,"NOne",50100,"Medical","AL",12.86,"None",30000,760,1,57,4,"None",3339,16.9,11,304,"None","0"
6000,"36 Months",8,"MORTGAGE",82000,"0","AZ",19.93,"None",33151.33611,695,0,0,10,"None",50000,95.3,22,1000,"None","0"
5000,"36 Months",4,"MORTGAGE",90000,"0","CA",4.28,"None",34746.50833,760,0,0,7,"None",14442,28.3,12,301,"None","0"
9000,"36 Months",10,"MORTGAGE",40000,"0","CA",24.93,"None",35218.53681,750,6,0,17,"None",15632,22,50,0,"None","0"
5000,"36 Months",6,"NOne",37000,"Debt Consolidation","AZ",8.43,"None",36005.06458,705,0,0,7,"Four",6063,50.9,10,360,"One","0"
25000,"60 Months",4,"MORTGAGE",83000,"Debt Consolidation","AL",16.88,"None",35807.48472,725,0,0,7,"None",42913,70.5,25,602,"None","0"
8000,"36 Months",9,"MORTGAGE",120000,"Home Improvement","",2.54,"None",32109.31458,795,4,0,16,"None",3336,3.7,46,1000,"None","0"
16000,"36 Months",10,"MORTGAGE",60000,"0","AZ",10.4,"None",30000,745,0,0,7,"None",23262,44.5,25,0,"None","0"
2200,"36 Months",3,"NOne",35000,"Medical","AL",23.66,"None",30089.20486,665,0,34,22,"None",17940,57.3,39,405,"None","0"
15000,"36 Months",0.5,"MORTGAGE",23040,"Debt Consolidation","",10.1,"None",34492.52292,770,0,0,6,"None",8264,23.7,23,1000,"None","0"
6000,"36 Months",0.5,"NOne",20800,"0","",0.87,"None",38278.20694,680,0,0,2,"None",422,7.7,3,44,"None","0"
4200,"36 Months",0.5,"MORTGAGE",75000,"Home Improvement","",3.33,"None",36588.17083,730,0,0,12,"None",11127,13.4,26,40,"None","0"
10000,"60 Months",5,"NOne",35000,"Debt Consolidation","AZ",10.35,"None",38162.06736,685,2,61,14,"None",10957,48.7,23,207,"None","0"
5500,"36 Months",2,"MORTGAGE",99670,"0","AL",14.35,"None",36621.51736,665,0,0,13,"None",18659,91,46,981,"None","0"
4200,"36 Months",4,"MORTGAGE",34000,"Home Improvement","AZ",14.79,"None",36802.10278,705,2,0,6,"None",5306,59,10,0,"None","0"
21000,"60 Months",4,"NOne",1e+05,"Debt Consolidation","",12.01,"None",36801.06597,705,2,0,13,"None",21851,75.3,38,0,"None","0"
15000,"36 Months",0.5,"MORTGAGE",80000,"Medical","AZ",6.9,"None",32106.27847,705,3,0,9,"Four",8298,38.6,26,210,"One","0"
6000,"36 Months",1,"MORTGAGE",24000,"0","",1.05,"None",36461.23125,735,1,0,4,"None",4036,41.6,7,348,"None","0"
25000,"36 Months",5,"MORTGAGE",68902.67,"Debt Consolidation","",22.62,"None",31695.08194,690,0,0,12,"None",31174,82.9,22,1000,"None","0"
2000,"60 Months",10,"MORTGAGE",44000,"Medical","AZ",21.46,"None",36176.43333,680,1,40,7,"Four",6690,83.6,21,0,"One","0"
8500,"36 Months",0.5,"NOne",45000,"Debt Consolidation","AL",17.04,"None",36198.4375,730,1,0,11,"None",14439,32.2,20,313,"None","0"
15000,"36 Months",10,"MORTGAGE",66000,"Home Improvement","AZ",13.98,"None",32771.47431,750,2,0,8,"None",17312,68.4,25,240,"None","0"
5500,"36 Months",2,"MORTGAGE",81000,"Medical","",9.87,"None",34171.45486,780,0,0,5,"None",4590,14.7,19,98,"None","0"
11300,"36 Months",10,"NOne",45000,"Debt Consolidation","AL",9.09,"None",35049.46042,680,0,28,8,"None",11444,64.7,19,584,"None","0"
6000,"60 Months",10,"MORTGAGE",35000,"Debt Consolidation","CA",11.86,"None",34729.39444,700,1,0,9,"None",12481,41.2,14,92,"None","0"
8750,"36 Months",2,"NOne",60000,"0","AZ",12.04,"None",39259.14653,680,0,0,7,"None",6261,56.4,9,282,"None","0"
6000,"36 Months",6,"NOne",48000,"0","AZ",12.43,"None",38885.35903,660,1,0,8,"None",12948,59.4,10,0,"None","0"
5000,"36 Months",8,"MORTGAGE",120000,"Debt Consolidation","AL",2.29,"None",35709.43542,775,0,0,8,"None",8379,16.9,16,68,"None","0"
10000,"36 Months",2,"MORTGAGE",61000,"Debt Consolidation","",15.5,"None",37503.39236,720,2,0,15,"None",2495,10.1,15,274,"None","0"
12000,"36 Months",10,"MORTGAGE",55000,"Debt Consolidation","CA",15.95,"None",36338.38333,660,0,0,9,"None",7098,79.8,23,0,"None","0"
13250,"36 Months",2,"MORTGAGE",35000,"Medical","",18.14,"None",36216.12986,665,0,25,8,"None",2292,76.4,25,48,"None","0"
4500,"36 Months",10,"MORTGAGE",56000,"0","AZ",15.39,"None",35692.20556,705,0,52,9,"None",4624,17.6,20,120,"None","0"
6500,"36 Months",10,"MORTGAGE",70000,"Debt Consolidation","AZ",12.53,"None",33705.33889,755,0,0,10,"None",1114,10.7,29,0,"None","0"
2500,"36 Months",10,"NOne",65004,"0","AL",1.55,"None",35231.22361,695,1,42,5,"None",9743,62.9,15,205,"None","0"
20000,"36 Months",3,"NOne",140000,"Debt Consolidation","CA",5.25,"None",36239.44722,780,0,0,6,"None",1412,5.1,25,1000,"None","0"
8500,"36 Months",6,"NOne",21996,"Debt Consolidation","CA",10.15,"None",33108.32083,680,2,0,6,"None",8451,89.9,7,165,"None","0"
5600,"36 Months",8,"MORTGAGE",25500,"0","",2.68,"None",37896.14097,675,2,35,8,"None",4885,35.4,18,97,"None","0"
3600,"36 Months",0.5,"NOne",18000,"Debt Consolidation","",19.07,"None",38590.27917,715,0,0,7,"None",4298,38,8,0,"None","0"
15000,"60 Months",10,"MORTGAGE",75000,"Debt Consolidation","",13.02,"None",36043.40069,680,1,0,7,"Four",8537,48,39,167,"One","0"
6000,"36 Months",2,"NOne",105000,"Debt Consolidation","AL",19.46,"Eight",37564.30903,665,0,8,12,"None",6893,81.1,29,0,"None","0"
6000,"36 Months",2,"NOne",35000,"0","",23.07,"None",34960.10486,685,0,32,11,"None",3334,23.5,28,239,"None","0"
5000,"36 Months",1,"MORTGAGE",60000,"Renewable Energy","CA",0.5,"None",38751.46806,770,0,0,3,"None",338,2.7,8,541,"None","0"
7500,"36 Months",1,"MORTGAGE",30000,"Debt Consolidation","AL",23.8,"None",35596.24306,670,1,60,6,"None",4424,59,28,413,"None","0"
14500,"36 Months",10,"MORTGAGE",153000,"0","AZ",9.11,"None",33091.42917,680,0,0,17,"None",41232,77.1,49,170,"None","0"
18250,"36 Months",10,"MORTGAGE",45489,"Debt Consolidation","AL",21.61,"Eight",33611.34167,705,1,18,15,"None",18782,66.6,40,450,"None","0"
10000,"36 Months",6,"NOne",57600,"Renewable Energy","",16.88,"None",37396.49653,660,3,41,3,"Four",9818,89.3,14,68,"None","0"
14075,"36 Months",5,"MORTGAGE",70404,"Debt Consolidation","CA",11.42,"Eight",36870.4875,670,3,11,13,"None",2698,21.4,37,1000,"None","0"
3500,"36 Months",10,"MORTGAGE",118374,"Medical","",21.48,"None",34059.44583,675,1,79,12,"None",28800,67.9,31,0,"None","0"
6000,"36 Months",3,"NOne",72000,"Medical","AL",18.2,"None",33109.41458,685,1,63,7,"Four",17734,99.1,16,1000,"One","0"
12000,"60 Months",6,"MORTGAGE",125000,"Home Improvement","AL",7.52,"None",35792.41181,695,0,0,8,"None",19359,93.6,14,727,"None","0"
7000,"36 Months",2,"NOne",30000,"0","CA",21.48,"None",30000,720,1,0,11,"None",24397,53.4,16,90,"None","0"
6000,"36 Months",1,"MORTGAGE",27000,"Medical","",5.38,"None",35193.25833,750,0,0,8,"None",5959,70.9,22,264,"None","0"
8275,"36 Months",10,"MORTGAGE",120000,"Medical","AZ",12.16,"None",30000,740,0,76,10,"None",7336,29.9,20,18,"None","0"
6000,"36 Months",10,"NOne",60000,"Debt Consolidation","AZ",11.1,"Eight",31934.25903,670,2,21,8,"None",5017,59.7,34,115,"None","0"
9500,"36 Months",1,"NOne",75000,"Debt Consolidation","",21.84,"None",37889.4,660,1,0,18,"None",8904,55,32,0,"None","0"
12375,"36 Months",0.5,"NOne",52400,"Debt Consolidation","AL",15.25,"None",37763.46667,700,0,0,6,"None",5883,70,8,53,"None","0"
35000,"60 Months",4,"MORTGAGE",128000,"Medical","AL",20.73,"None",30000,715,1,0,13,"None",29808,78.6,25,275,"None","0"
8000,"36 Months",0.5,"NOne",57600,"0","AZ",0.52,"None",37794.04653,760,1,0,9,"None",1832,11.3,16,995,"None","0"
10000,"36 Months",10,"MORTGAGE",125000,"Debt Consolidation","CA",21.28,"None",32230.16528,740,1,0,6,"None",19509,97.5,24,0,"None","0"
16000,"60 Months",2,"MORTGAGE",111000,"Debt Consolidation","AZ",3.82,"None",36076.34375,705,0,0,6,"Four",13110,34.4,23,141,"One","0"
22000,"36 Months",3,"MORTGAGE",155000,"0","CA",19.9,"None",32723.07708,695,0,38,13,"None",50000,97.7,39,576,"None","0"
8000,"36 Months",10,"MORTGAGE",65220,"0","CA",7.34,"None",34224.38333,695,1,68,9,"None",10897,34.9,36,75,"None","0"
20000,"36 Months",0.5,"NOne",75000,"Medical","CA",1.14,"None",37450.29861,760,0,0,8,"None",1565,16,13,876,"None","0"
5000,"60 Months",8,"NOne",74400,"Renewable Energy","CA",21.18,"None",37208.43611,705,0,0,12,"None",11555,60.5,24,879,"None","0"
18500,"36 Months",3,"NOne",36000,"Renewable Energy","AZ",4.67,"None",38004.40069,695,2,0,4,"None",25,0.2,4,1000,"None","0"
5000,"36 Months",6,"NOne",116300,"Debt Consolidation","CA",12.71,"None",34323.28681,675,0,0,11,"None",32549,95.5,23,871,"None","0"
11000,"36 Months",2,"NOne",52000,"Debt Consolidation","AL",9.39,"None",36800.14792,685,0,0,10,"Four",12678,43.6,14,187,"None","0"
12000,"36 Months",10,"MORTGAGE",1e+05,"Debt Consolidation","AL",11.83,"None",34810.04931,760,0,29,15,"None",11876,44.4,29,1000,"None","0"
13125,"60 Months",5,"NOne",50000,"Debt Consolidation","AL",20.69,"None",36539.20833,690,3,68,5,"None",2744,42.2,27,0,"None","0"
1000,"36 Months",10,"MORTGAGE",69743,"Debt Consolidation","AZ",3.63,"None",36057.11667,670,2,0,6,"Four",9795,95.1,17,1000,"One","0"
10000,"36 Months",2,"NOne",50000,"Debt Consolidation","CA",22.46,"None",35845.15833,725,0,61,17,"None",10593,37.2,34,477,"None","0"
15000,"36 Months",4,"NOne",105590,"0","AL",17.04,"None",35524.25208,705,2,0,12,"None",13896,87.4,30,524,"None","0"
18000,"36 Months",10,"NOne",123700,"Debt Consolidation","CA",9.83,"None",34714.45208,755,0,0,5,"None",15728,41.2,27,191,"None","0"
23025,"36 Months",4,"NOne",60000,"0","AZ",27.14,"None",36852.29097,720,1,0,11,"None",29796,68.8,24,0,"None","0"
7000,"36 Months",2,"NOne",85000,"0","",11.6,"None",37177.2375,675,1,57,17,"None",7610,72.5,24,220,"None","0"
15000,"36 Months",1,"NOne",61100,"Medical","AZ",16.56,"None",37950.32917,710,0,0,11,"None",8109,59.6,15,1000,"None","0"
9000,"36 Months",4,"NOne",80400,"Debt Consolidation","AZ",7.33,"None",36889.18542,730,0,0,8,"None",5220,33.9,20,360,"None","0"
5000,"36 Months",9,"NOne",45000,"Debt Consolidation","CA",6.51,"None",35595.53472,685,1,0,6,"Four",5971,67.9,12,47,"One","0"
15000,"36 Months",2,"NOne",124000,"Debt Consolidation","AL",13.84,"None",37176.38194,680,2,63,17,"None",30096,85.7,37,544,"None","0"
20000,"60 Months",5,"MORTGAGE",71964,"Debt Consolidation","AZ",11.81,"None",36758.29722,685,0,37,5,"None",50000,92.3,11,0,"None","0"
8000,"60 Months",4,"NOne",49000,"0","CA",8.5,"None",34938.13958,685,1,49,6,"None",4195,33.3,14,0,"None","0"
15000,"36 Months",10,"MORTGAGE",1e+05,"Debt Consolidation","AZ",9.16,"Eight",35428.35139,710,0,17,9,"None",33994,56.1,14,69,"None","0"
10000,"36 Months",4,"NOne",23000,"Debt Consolidation","AL",5.17,"None",35612.42639,680,1,39,7,"None",4757,18.3,20,0,"None","0"
13200,"36 Months",9,"NOne",62692,"Debt Consolidation","CA",20.56,"None",32222.20347,740,0,58,6,"None",9663,31.8,26,275,"None","0"
15000,"36 Months",2,"NOne",175000,"Debt Consolidation","AL",3.17,"None",36700.07153,740,0,0,10,"None",1436,3.1,10,540,"None","0"
12000,"36 Months",2,"MORTGAGE",79768,"0","",16.73,"None",36649.18403,690,2,37,6,"None",2093,36.7,21,143,"None","0"
5000,"36 Months",10,"MORTGAGE",73000,"0","CA",14.33,"None",32199.26736,740,0,0,7,"None",21332,94.8,23,67,"None","0"
6000,"36 Months",2,"NOne",63000,"0","AL",13.73,"None",37153.19722,720,0,0,8,"None",7179,44.6,11,586,"None","0"
18000,"60 Months",10,"NOne",83004,"Debt Consolidation","AZ",9.44,"None",35067.17847,760,0,49,14,"None",16540,27.2,32,0,"None","0"
2000,"36 Months",10,"MORTGAGE",79000,"Medical","AL",12.99,"Eight",36617.33958,690,3,17,7,"None",2493,10.9,25,62,"None","0"
2400,"36 Months",4,"NOne",49000,"0","CA",3.13,"None",35171.39097,680,2,45,4,"None",3332,74,10,252,"None","0"
7500,"36 Months",10,"NOne",57996,"Renewable Energy","CA",1.41,"None",34395.18681,775,3,0,3,"None",3444,23.8,14,504,"None","0"
16000,"60 Months",10,"NOne",68000,"Debt Consolidation","AL",11.6,"None",32994.35069,725,1,0,8,"None",27604,64,34,253,"None","0"
8000,"36 Months",0.5,"MORTGAGE",31416,"0","CA",1.72,"None",38892.5,745,1,0,5,"None",1517,15.3,7,935,"None","0"
10000,"36 Months",1,"NOne",54000,"Home Improvement","AL",12.47,"None",38252.34444,670,1,0,13,"None",13389,40.3,13,1000,"None","0"
15000,"36 Months",10,"NOne",62400,"Debt Consolidation","AL",6.46,"None",35014.14444,750,2,0,4,"None",5196,34.6,14,55,"None","0"
7500,"36 Months",10,"MORTGAGE",105000,"0","AL",7.39,"None",31997.09514,775,0,0,8,"None",284,0.9,39,497,"None","0"
5500,"36 Months",5,"MORTGAGE",28800,"Debt Consolidation","AL",7,"None",37502.28056,685,0,46,8,"None",4591,51.6,9,360,"None","0"
20400,"60 Months",10,"MORTGAGE",94992,"Debt Consolidation","AL",11.52,"None",35537.31806,735,0,0,9,"None",15755,43.6,23,135,"None","0"
15000,"36 Months",0.5,"MORTGAGE",69000,"Debt Consolidation","AL",18.4,"None",34747.25556,730,1,0,14,"None",20281,47.4,31,110,"None","0"
8825,"36 Months",10,"MORTGAGE",80000,"Home Improvement","AZ",10.56,"Eight",36021.35486,665,0,17,9,"None",5856,27.2,42,882,"None","0"
7700,"36 Months",4,"MORTGAGE",58000,"0","CA",15.17,"None",36436.53542,690,3,0,9,"None",23176,51.5,31,122,"None","0"
3000,"36 Months",10,"MORTGAGE",75885,"Home Improvement","AZ",11.8,"None",32919.47014,715,0,0,5,"None",46427,98.4,14,775,"None","0"
10000,"60 Months",3,"MORTGAGE",56000,"Renewable Energy","CA",6.94,"None",36880.24444,700,1,0,8,"None",7105,53.4,22,359,"None","0"
10000,"36 Months",10,"MORTGAGE",53000,"Debt Consolidation","",22.35,"None",30000,670,1,0,11,"Four",19099,99,21,586,"One","0"
7500,"36 Months",0.5,"NOne",70000,"Debt Consolidation","AZ",24.22,"Eight",35873.19653,685,1,20,13,"None",8547,55.1,30,577,"None","0"
12000,"36 Months",10,"MORTGAGE",99750,"0","AZ",7.29,"None",34352.04931,705,1,36,6,"None",18702,68,18,150,"None","0"
11000,"36 Months",0.5,"NOne",30000,"Debt Consolidation","AZ",18.56,"None",34162.37639,700,1,0,5,"None",10560,41.6,6,0,"None","0"
12000,"36 Months",10,"MORTGAGE",42000,"Debt Consolidation","",0.46,"Eight",36676.34097,680,1,20,4,"None",435,43.5,25,0,"None","0"
12200,"36 Months",4,"MORTGAGE",28000,"Debt Consolidation","",10.93,"None",38144.45625,705,2,0,9,"None",12558,40,13,384,"None","0"
2300,"36 Months",1,"NOne",55000,"0","AL",10.19,"None",37140.37917,705,2,0,13,"None",2413,33.4,16,0,"None","0"
26000,"60 Months",3,"MORTGAGE",96000,"Debt Consolidation","AZ",14.3,"None",37306.29097,720,1,0,8,"None",19990,88.8,46,147,"None","0"
10000,"36 Months",4,"NOne",60000,"Debt Consolidation","AZ",5.54,"None",37820.15208,735,1,26,8,"None",0,0,11,1000,"None","0"
5000,"36 Months",3,"NOne",52000,"Debt Consolidation","CA",16.71,"None",38417.07847,690,0,0,12,"None",6590,45.1,25,110,"None","0"
13200,"60 Months",10,"MORTGAGE",62400,"Debt Consolidation","AZ",16.61,"None",35883.36181,705,0,0,25,"None",15371,23.2,63,151,"None","0"
14000,"36 Months",2,"NOne",60000,"Debt Consolidation","AL",18.44,"None",36225.23194,760,1,0,14,"None",12241,24,43,437,"None","0"
15000,"36 Months",0.5,"MORTGAGE",82000,"0","AL",14.25,"None",34663.41389,700,0,0,12,"Four",16223,76.9,29,139,"One","0"
5000,"60 Months",5,"MORTGAGE",80000,"0","CA",8.83,"Eight",35505.24861,710,0,10,4,"None",7052,46.1,39,662,"None","0"
9600,"36 Months",6,"NOne",50000,"0","AL",22.61,"None",37140.39236,725,0,0,14,"None",16279,69.3,27,409,"None","0"
2800,"36 Months",8,"MORTGAGE",110000,"Debt Consolidation","AL",0.58,"None",34788.46944,770,1,0,2,"None",2557,28.1,36,0,"None","0"
25000,"36 Months",10,"MORTGAGE",73163.68,"Medical","AZ",17.94,"Eight",35093.09028,680,0,10,6,"Four",0,0,29,1000,"One","0"
11000,"60 Months",2,"NOne",80000,"0","",21.63,"None",36840.23333,700,0,0,9,"None",10937,75.4,17,636,"None","0"
11000,"36 Months",2,"NOne",45000,"Debt Consolidation","CA",8.91,"None",39020.43264,690,2,0,18,"None",8956,43.7,20,272,"None","0"
10400,"36 Months",10,"MORTGAGE",65000,"0","",11.94,"Eight",35211.42986,665,0,10,10,"None",28229,88.2,24,265,"None","0"
10000,"36 Months",10,"MORTGAGE",34000,"Debt Consolidation","AL",23.96,"None",35651.0875,740,2,0,4,"None",11927,45.5,12,175,"None","0"
12000,"36 Months",4,"NOne",56000,"Debt Consolidation","AZ",10.26,"None",36340.24861,765,0,0,9,"None",4553,15.2,19,501,"None","0"
25000,"36 Months",2,"NOne",67000,"Debt Consolidation","CA",20.44,"None",35729.36458,725,0,0,7,"None",26040,70.8,21,278,"None","0"
15000,"36 Months",8,"MORTGAGE",156000,"Home Improvement","AL",7.83,"None",34405.38542,680,2,24,15,"None",6618,30.5,28,62,"None","0"
6000,"36 Months",5,"MORTGAGE",40000,"Renewable Energy","AZ",4.62,"None",37637.44583,675,0,47,6,"Four",7110,58.3,13,157,"None","0"
12000,"36 Months",2,"NOne",60000,"Renewable Energy","CA",14.3,"None",37814.22083,730,0,0,13,"None",19068,89.9,16,0,"None","0"
15000,"36 Months",7,"MORTGAGE",69000,"0","AZ",21.86,"Eight",34032.20694,725,0,21,15,"None",22359,25,39,13,"None","0"
4000,"36 Months",3,"MORTGAGE",79000,"Home Improvement","CA",14.29,"None",31876.28681,705,0,46,8,"None",9965,75.5,19,931,"None","0"
25000,"60 Months",7,"MORTGAGE",96000,"Debt Consolidation","CA",23.91,"None",37591.16875,695,3,0,16,"None",32802,62.7,29,0,"None","0"
8000,"36 Months",1,"NOne",72000,"Debt Consolidation","AL",5.1,"Eight",38539.08056,665,1,14,12,"None",8106,53,20,377,"None","0"
8400,"36 Months",7,"MORTGAGE",90000,"Home Improvement","AZ",14.99,"None",35928.21181,685,3,70,13,"None",30402,80,25,196,"None","0"
3000,"36 Months",1,"NOne",57000,"0","CA",8.48,"None",33607.44722,725,0,48,5,"None",14215,66.7,27,0,"None","0"
4075,"36 Months",0.5,"NOne",19200,"Debt Consolidation","AL",1.25,"None",37554.49861,740,0,0,4,"None",296,2,5,459,"None","0"
9200,"36 Months",0,"MORTGAGE",32496,"0","AL",18.24,"None",31933.48889,695,0,0,9,"None",16547,59.1,23,112,"None","0"
11000,"36 Months",4,"MORTGAGE",71000,"Home Improvement","AL",22.04,"None",36176.4875,680,3,0,20,"None",19625,54.8,50,244,"None","0"
2050,"36 Months",6,"NOne",35000,"Debt Consolidation","AZ",3.19,"None",39281.34167,710,1,0,4,"None",2171,38.1,7,0,"None","0"
5000,"36 Months",0.5,"NOne",54996,"0","AZ",12.18,"None",37796.07847,690,1,0,8,"None",4520,47.1,16,193,"None","0"
20100,"60 Months",10,"MORTGAGE",93000,"0","CA",30.79,"None",35511.51042,745,5,0,13,"None",19308,48.3,33,209,"None","0"
6500,"36 Months",7,"NOne",63211,"Debt Consolidation","AZ",7.97,"None",34782.30833,695,0,35,9,"None",2625,24.9,18,0,"None","0"
5500,"36 Months",7,"MORTGAGE",52000,"Debt Consolidation","CA",18.74,"None",36016.12917,660,2,0,11,"None",10655,58.2,37,118,"None","0"
7500,"36 Months",7,"NOne",67000,"Debt Consolidation","CA",4.66,"None",38282.52778,705,2,0,8,"None",2370,17.8,11,873,"None","0"
6250,"36 Months",3,"MORTGAGE",43000,"Renewable Energy","AZ",21.43,"None",35857.41389,795,1,0,11,"None",2094,7.7,28,1000,"None","0"
20000,"36 Months",0.5,"NOne",67000,"0","CA",4.75,"None",37116.35694,720,3,0,8,"None",11119,33.2,11,0,"None","0"
3500,"36 Months",2,"NOne",21600,"0","CA",15.89,"Eight",39326.32083,660,0,20,4,"None",2039,26.1,6,521,"None","0"
22000,"36 Months",10,"MORTGAGE",37000,"Debt Consolidation","CA",12.16,"None",35481.47708,720,0,0,5,"None",13871,70.1,10,216,"None","0"
9750,"36 Months",0.5,"NOne",30000,"Debt Consolidation","AL",4.76,"None",37833.49514,715,1,0,11,"None",7755,31,22,160,"None","0"
3000,"36 Months",1,"NOne",93600,"Medical","CA",21.28,"Eight",36359.52917,680,0,22,9,"None",7584,75.1,18,62,"None","0"
6800,"36 Months",0.5,"MORTGAGE",77604,"0","AL",10.1,"Eight",37177.09722,675,2,15,11,"None",12973,67.2,40,0,"None","0"
14000,"36 Months",10,"MORTGAGE",70000,"Debt Consolidation","AZ",5.42,"None",35963.53819,670,0,0,6,"None",13082,89,17,1000,"None","0"
13750,"36 Months",1,"MORTGAGE",38000,"Debt Consolidation","AL",19.29,"None",37991.50556,670,1,0,13,"None",13327,40,20,122,"None","0"
5500,"36 Months",2,"NOne",30996,"Debt Consolidation","CA",15.21,"None",38135.52708,685,0,0,11,"None",3795,32.7,18,963,"None","0"
12000,"36 Months",10,"MORTGAGE",123600,"0","AZ",2.74,"None",33636.35417,780,0,0,8,"None",3873,0,17,0,"None","0"
12000,"60 Months",0.5,"NOne",45000,"Debt Consolidation","AZ",23.23,"None",36481.33611,705,1,0,7,"None",7332,79.7,13,553,"None","0"
7000,"36 Months",5,"NOne",38000,"Debt Consolidation","AZ",17.43,"None",38523.45556,745,0,0,13,"None",2701,9.1,20,168,"None","0"
5500,"36 Months",10,"MORTGAGE",55000,"Debt Consolidation","AL",14.97,"Eight",33149.16597,740,0,6,19,"None",11484,12.5,37,269,"None","0"
15000,"36 Months",0,"MORTGAGE",70000,"Debt Consolidation","CA",15.29,"Eight",35544.43958,670,1,22,13,"Four",50000,69.7,42,0,"One","0"
20000,"36 Months",4,"MORTGAGE",53000,"Debt Consolidation","",9.44,"None",37513.06042,685,3,0,15,"None",18195,63.2,23,128,"None","0"
3500,"36 Months",0.5,"NOne",46344,"0","CA",11.39,"None",38043.27847,690,1,36,9,"None",1448,10,15,0,"None","0"
6000,"36 Months",3,"MORTGAGE",50000,"Medical","AZ",8.02,"None",32047.17569,805,0,0,7,"None",1719,5.2,19,0,"None","0"
10000,"36 Months",10,"MORTGAGE",120000,"Debt Consolidation","AZ",17.4,"Eight",30742.46667,690,0,8,8,"None",29476,57.6,20,0,"None","0"
5000,"36 Months",1,"MORTGAGE",2e+05,"Medical","AL",10,"Eight",37712.33333,710,0,5,5,"None",14354,36.6,7,22,"None","0"
13300,"36 Months",1,"MORTGAGE",94000,"Debt Consolidation","AL",6.52,"None",36522.17361,785,2,0,12,"None",7524,13.1,32,0,"None","0"
6300,"36 Months",7,"MORTGAGE",27500,"Debt Consolidation","AZ",15.01,"None",34498.37708,675,0,71,8,"None",3876,59.6,19,0,"None","0"
5000,"60 Months",0,"MORTGAGE",50000,"0","AL",3.31,"None",36243.35,695,2,0,4,"Four",4569,60.1,13,372,"One","0"
6200,"36 Months",8,"NOne",65000,"Medical","AL",0.65,"None",37030.14097,780,0,0,7,"None",1252,4.5,12,899,"None","0"
16800,"36 Months",2,"NOne",34819,"Debt Consolidation","CA",20.13,"None",37991.30278,720,0,0,9,"None",10887,57.3,16,419,"None","0"
20000,"36 Months",0.5,"NOne",107000,"Debt Consolidation","",16.63,"None",36055.19722,685,2,0,8,"None",9431,87.3,35,803,"None","0"
20000,"60 Months",1,"NOne",120000,"0","AL",22.13,"None",34817.06389,715,2,0,15,"None",50000,74.3,29,1000,"None","0"
7000,"36 Months",2,"MORTGAGE",120000,"Home Improvement","",16.94,"None",35053.09861,685,1,0,10,"None",50000,98.6,32,0,"None","0"
4200,"36 Months",1,"MORTGAGE",67000,"0","AL",8.38,"None",36411.19236,755,2,0,11,"None",5310,12.4,19,185,"None","0"
2500,"36 Months",2,"NOne",24000,"Medical","AZ",0.78,"None",37787.35556,755,1,49,6,"None",273,1.6,10,1000,"None","0"
12000,"36 Months",2,"NOne",51000,"Debt Consolidation","",7.01,"None",37326.52153,740,1,0,10,"None",2466,13.6,10,276,"None","0"
5000,"36 Months",8,"MORTGAGE",70000,"Home Improvement","CA",11.3,"None",33911.36528,660,0,52,8,"None",9879,71.6,20,0,"None","0"
6000,"36 Months",0,"NOne",23000,"0","AZ",1.41,"None",38856.50903,730,0,48,5,"None",929,8.3,7,1000,"None","0"
14000,"36 Months",1,"NOne",76500,"Debt Consolidation","",12.45,"None",37275.14931,675,0,66,9,"None",12315,55.5,15,495,"None","0"
5000,"36 Months",1,"NOne",73000,"0","",9.96,"None",36167.47917,720,0,0,21,"None",23489,37.6,28,28,"None","0"
1000,"36 Months",0,"NOne",10812,"0","AL",24.42,"None",36226.20208,705,1,0,6,"None",3442,40,41,96,"None","0"
2875,"36 Months",1,"NOne",36800,"0","AL",4.83,"None",34487.43403,685,0,0,6,"Four",5260,92.3,10,92,"One","0"
6000,"36 Months",0.5,"NOne",50000,"0","CA",9.22,"None",36727.35278,685,0,0,8,"None",22188,70,20,273,"None","0"
23000,"36 Months",0.5,"MORTGAGE",72800,"Debt Consolidation","CA",6.38,"None",34644.18819,750,0,0,18,"None",25051,30.1,33,918,"None","0"
4800,"36 Months",0.5,"NOne",75000,"Home Improvement","CA",9.41,"None",36255.47014,695,0,0,10,"None",21069,87.8,25,752,"None","0"
5300,"36 Months",10,"MORTGAGE",30929.6,"Debt Consolidation","",0.58,"None",32950.45764,810,1,0,6,"None",1674,8.8,20,160,"None","0"
