"Loan.Amount","Loan.Term","Employment.Length","Home.Ownership","Annual.Income","Loan.Purpose","Address.State","Debt.To.Income.Ratio","No..Delinquencies.In.Last.2.Years","Earliest.Credit.Line.Opened","FICO.Credit.Score","No..Inquiries.In.Last.6.Months","Months.Since.Last.Delinquency","No..Of.Credit.Lines","No..Adverse.Public.Records","Total.Credit.Balance","Use.Of.Credit.Line","Total.Number.Of.Credit.Lines","Loan.Application.Description","No..Of.Public.Record.Bankruptcies","Class"
4500,"36 Months",3,"MORTGAGE",31500,"Medical","AZ",20.76,"None",37986.23611,720,3,0,6,"None",1792,39.8,15,89,"None","0"
7000,"36 Months",7,"NOne",60000,"Debt Consolidation","CA",18.03,"None",38172.09931,695,0,0,8,"None",11801,100.9,15,0,"None","0"
5000,"36 Months",2,"NOne",36000,"Debt Consolidation","CA",15.17,"None",35357.24931,740,1,0,3,"None",3024,33.26,13,0,"None","0"
12000,"36 Months",4,"NOne",20400,"Debt Consolidation","AL",9.18,"None",36288.21181,770,0,0,2,"None",5198,28.9,20,75,"None","0"
35000,"36 Months",2,"MORTGAGE",108000,"Renewable Energy","",3.4,"None",35019.53333,760,0,24,8,"None",47827,0,34,631,"None","0"
3000,"36 Months",10,"NOne",10000,"Debt Consolidation","AZ",6.72,"Eight",36107.13194,705,3,20,2,"None",2808,51.1,7,74,"None","0"
1900,"36 Months",8,"MORTGAGE",29000,"Debt Consolidation","AL",29.38,"None",37188.24444,705,1,0,10,"None",14103,57.3,19,0,"None","0"
25000,"36 Months",2,"MORTGAGE",2e+05,"0","AZ",4.51,"None",34069.32083,755,0,0,9,"None",2527,39.5,39,112,"None","0"
3500,"36 Months",3,"MORTGAGE",52000,"Debt Consolidation","AL",14.54,"None",36834.17222,775,2,0,11,"None",1498,2.7,34,427,"None","0"
5000,"36 Months",0.5,"NOne",50000,"Home Improvement","CA",19.23,"None",35935.21458,710,2,0,8,"None",36705,82.5,17,0,"None","0"
12000,"36 Months",2,"NOne",38500,"Debt Consolidation","",14.81,"None",37357.25556,715,0,0,8,"None",15426,65.3,13,0,"None","0"
6600,"36 Months",0.5,"MORTGAGE",72000,"0","",17.87,"None",35840.38958,710,0,0,13,"Four",5595,14.9,25,868,"One","0"
18000,"60 Months",8,"NOne",45000,"Debt Consolidation","AL",16.32,"Eight",35490.42569,710,1,5,7,"None",2095,9,17,323,"None","0"
15000,"36 Months",3,"MORTGAGE",1e+05,"Home Improvement","CA",9.19,"None",37691.49583,710,2,0,17,"None",24204,30,29,52,"None","0"
8500,"36 Months",1,"NOne",24000,"Debt Consolidation","AL",16.95,"None",32158.19861,725,0,65,20,"None",14896,34.8,33,0,"None","0"
11500,"36 Months",2,"MORTGAGE",30000,"Home Improvement","",1.8,"None",32171.0625,790,0,0,7,"None",2324,5.7,24,179,"None","0"
2500,"36 Months",10,"MORTGAGE",24000,"Home Improvement","AZ",9.05,"None",34511.16667,750,1,0,14,"None",2650,4.2,64,237,"None","0"
9900,"36 Months",10,"MORTGAGE",101400,"0","CA",3.19,"None",31104.22014,775,1,0,10,"None",1715,8.2,21,47,"None","0"
10000,"36 Months",4,"NOne",132000,"0","AL",2,"None",30698.42778,710,0,0,10,"None",3462,21.6,39,1000,"None","0"
6000,"36 Months",8,"NOne",36000,"0","AL",4.03,"None",34336.42014,760,0,0,2,"None",5216,28.2,15,0,"None","0"
6600,"36 Months",5,"MORTGAGE",47000,"Debt Consolidation","CA",6.56,"None",34379.17153,685,1,0,21,"None",5920,31.3,40,0,"None","0"
20000,"36 Months",7,"NOne",130606,"Debt Consolidation","AZ",22.1,"None",31618.18056,695,2,0,27,"None",50000,67.5,48,260,"None","0"
8000,"36 Months",0.5,"MORTGAGE",60000,"Home Improvement","AZ",16.72,"None",37521.24722,715,0,0,2,"None",16951,99.7,3,201,"None","0"
2200,"36 Months",0.5,"NOne",12000,"0","CA",4.8,"Eight",38235.44306,675,0,12,6,"None",2781,23.4,13,826,"None","0"
3000,"36 Months",10,"MORTGAGE",128000,"Home Improvement","AZ",19.64,"None",32655.44444,665,3,56,12,"None",17107,75.4,46,119,"None","0"
5000,"36 Months",2,"NOne",46800,"Medical","AL",5.05,"None",34481.31806,790,0,0,4,"None",1767,14.7,11,143,"None","0"
15000,"36 Months",3,"MORTGAGE",136625,"Debt Consolidation","",2.66,"None",36056.39792,775,1,0,9,"None",3123,8.7,17,1000,"None","0"
4500,"36 Months",4,"MORTGAGE",96000,"0","",8.29,"None",37087.30417,755,0,0,6,"None",5428,37.4,28,0,"None","0"
35000,"60 Months",10,"MORTGAGE",85000,"0","CA",15.19,"Eight",30787.39167,720,3,10,12,"None",40169,63.2,32,74,"None","0"
10000,"36 Months",0.5,"NOne",110000,"0","AL",9.17,"None",37612.48889,725,1,0,10,"None",7248,38.3,23,1000,"None","0"
5000,"36 Months",6,"MORTGAGE",70000,"Renewable Energy","",9.43,"None",33483.23194,680,1,64,8,"None",10140,83.1,15,0,"None","0"
10000,"36 Months",4,"MORTGAGE",67222,"Medical","AL",9.64,"None",35763.43403,755,5,0,9,"None",50000,37.6,26,274,"None","0"
24000,"36 Months",6,"MORTGAGE",190000,"0","AL",14.18,"None",32491.12153,715,0,0,12,"None",24128,61.2,36,103,"None","0"
10000,"36 Months",3,"NOne",65000,"Debt Consolidation","AL",3.42,"Eight",36654.11319,675,0,23,13,"Four",10141,47.4,20,516,"None","0"
11000,"36 Months",4,"NOne",49278,"Debt Consolidation","AL",15.54,"None",36117.43194,690,1,35,13,"None",11922,62.7,32,369,"None","0"
12000,"60 Months",2,"NOne",35000,"Debt Consolidation","AL",20.06,"None",37625.15764,680,2,0,6,"None",11789,94.1,6,175,"None","0"
16000,"36 Months",6,"MORTGAGE",80000,"Medical","AL",2.94,"None",36077.33472,745,1,0,13,"None",5519,32.7,31,0,"None","0"
4000,"36 Months",1,"NOne",19200,"Debt Consolidation","CA",3.06,"None",36396.36111,690,2,59,2,"None",2490,23.5,18,468,"None","0"
25000,"36 Months",10,"MORTGAGE",118000,"Debt Consolidation","AZ",3.48,"None",30365.21597,755,1,0,5,"None",10227,40.1,20,310,"None","0"
1300,"36 Months",10,"MORTGAGE",46500,"0","CA",16,"Eight",33450.39931,660,0,3,7,"None",8856,90,32,1000,"None","0"
5000,"36 Months",2,"MORTGAGE",67200,"0","CA",23.66,"None",35976.18056,720,3,74,10,"None",8956,43.7,31,0,"None","0"
7500,"36 Months",10,"MORTGAGE",30004,"Home Improvement","AL",1.52,"None",37099.07222,755,0,0,6,"None",1304,9.7,8,45,"None","0"
1925,"36 Months",0.5,"MORTGAGE",20700,"Home Improvement","AZ",4.23,"None",37504.28333,700,2,0,7,"None",2387,21.3,10,65,"None","0"
7550,"36 Months",5,"MORTGAGE",70312,"Home Improvement","AZ",15.53,"Eight",34224.30417,685,0,5,8,"None",13303,33.8,23,208,"None","0"
1000,"36 Months",5,"NOne",85000,"Debt Consolidation","AL",0.75,"None",37386.46944,715,0,0,4,"None",835,24.6,5,0,"None","0"
3000,"36 Months",4,"MORTGAGE",2e+05,"0","AL",5.38,"None",35735.48264,695,2,0,3,"Four",0,94.46,16,0,"One","0"
3600,"36 Months",5,"MORTGAGE",48000,"Home Improvement","AZ",16.02,"None",35961.07569,695,3,0,9,"Four",7221,41.7,18,0,"One","0"
10000,"60 Months",10,"MORTGAGE",78996,"Medical","AL",0.61,"None",36177.31875,675,3,30,3,"None",1903,26.1,26,0,"None","0"
9000,"36 Months",0.5,"NOne",80000,"0","AL",17.17,"None",35566.42847,675,0,34,7,"None",7570,82.3,16,48,"None","0"
10000,"36 Months",3,"NOne",35000,"Renewable Energy","AL",6.64,"None",38371.52569,735,0,0,5,"None",2205,17.1,5,549,"None","0"
16000,"36 Months",1,"MORTGAGE",40800,"Renewable Energy","AZ",24.68,"None",36975.16528,740,0,0,8,"None",16349,70.2,15,1000,"None","0"
6000,"36 Months",2,"NOne",48000,"Debt Consolidation","AL",5.55,"None",36967.23542,660,1,30,7,"None",1883,25.8,14,0,"None","0"
25000,"36 Months",10,"MORTGAGE",138571,"Debt Consolidation","AZ",7.22,"None",33352.29306,705,1,0,15,"None",25737,64,28,0,"None","0"
6000,"36 Months",4,"MORTGAGE",59959,"Debt Consolidation","AL",15.91,"None",37156.36597,700,0,0,17,"None",18549,43.6,40,511,"None","0"
25000,"36 Months",8,"MORTGAGE",120000,"Home Improvement","AL",8.91,"None",31389.29514,790,1,0,10,"None",3706,12.8,32,85,"None","0"
19075,"60 Months",10,"MORTGAGE",42500,"Debt Consolidation","",25.92,"None",32949.11736,680,0,0,7,"None",20568,82.3,39,115,"None","0"
17000,"36 Months",4,"MORTGAGE",62000,"Debt Consolidation","CA",15.77,"None",32352.40069,715,0,0,14,"None",38266,48.9,30,1000,"None","0"
5000,"36 Months",4,"MORTGAGE",30000,"0","",20.28,"None",36396.39375,715,0,0,13,"None",6024,45.3,24,563,"None","0"
15000,"36 Months",6,"MORTGAGE",75000,"Debt Consolidation","CA",13.95,"Eight",36712.29444,665,1,7,30,"Four",15719,53.8,45,82,"One","0"
5500,"36 Months",6,"MORTGAGE",64000,"Medical","CA",8.98,"None",32656.12708,760,1,0,12,"None",11202,7.6,22,0,"None","0"
21000,"60 Months",9,"MORTGAGE",57000,"Debt Consolidation","AL",20.29,"None",37568.21319,660,2,0,9,"None",12102,85.8,25,0,"None","0"
4000,"36 Months",2,"NOne",41160,"Debt Consolidation","AL",15.8,"None",38243.36181,720,1,0,11,"None",3007,24.1,11,0,"None","0"
14075,"36 Months",1,"NOne",24000,"Debt Consolidation","AL",13.15,"None",33432.43958,750,0,0,5,"None",13551,29,15,81,"None","0"
20000,"36 Months",4,"MORTGAGE",96000,"Debt Consolidation","AZ",10.19,"None",36142.21597,725,0,0,12,"None",21153,55.6,34,147,"None","0"
6000,"36 Months",3,"MORTGAGE",49800,"Debt Consolidation","AL",9.61,"None",30000,810,2,0,7,"None",2834,4.8,27,0,"None","0"
19000,"36 Months",10,"MORTGAGE",115000,"0","",18.93,"None",33167.41528,725,1,0,16,"None",42380,47.8,40,259,"None","0"
4500,"36 Months",0.5,"NOne",90000,"Debt Consolidation","CA",10.92,"None",36145.35278,675,2,0,4,"None",6566,74.6,31,0,"None","0"
20000,"36 Months",3,"NOne",57000,"Debt Consolidation","CA",10.88,"None",39060.4375,680,0,0,5,"None",8095,80.1,7,54,"None","0"
20000,"36 Months",5,"NOne",56000,"Debt Consolidation","CA",13.5,"None",37643.42708,725,0,0,9,"None",21771,63.7,19,155,"None","0"
9600,"36 Months",3,"MORTGAGE",120000,"Debt Consolidation","AZ",4.91,"None",35436.44028,690,1,80,7,"None",1664,87.6,11,430,"None","0"
10000,"36 Months",5,"NOne",36000,"0","CA",0.5,"None",37661.39722,775,0,0,3,"None",523,7,4,0,"None","0"
15600,"36 Months",9,"MORTGAGE",90000,"Debt Consolidation","CA",19.21,"None",36380.47917,735,2,0,9,"None",15756,59.5,19,83,"None","0"
4000,"36 Months",10,"MORTGAGE",150000,"Medical","CA",5.67,"None",32638.18542,670,1,24,9,"None",28772,69,34,95,"None","0"
7500,"36 Months",3,"MORTGAGE",90000,"Debt Consolidation","CA",7.12,"None",39357.45972,685,1,0,11,"Four",6788,46.8,13,0,"None","0"
12600,"36 Months",1,"NOne",26000,"Debt Consolidation","AZ",22.85,"None",37946.13472,670,2,79,13,"None",10252,94.9,36,334,"None","0"
9000,"36 Months",9,"MORTGAGE",120000,"Debt Consolidation","",12.44,"None",33663.36389,740,3,0,10,"None",43488,68.3,36,69,"None","0"
10800,"36 Months",2,"NOne",45996,"Debt Consolidation","AL",19.05,"None",36016.225,690,1,66,8,"None",13067,89.5,20,1000,"None","0"
15000,"60 Months",9,"MORTGAGE",1e+05,"0","AZ",23.02,"None",30590.19861,690,0,81,17,"None",50000,69.6,50,137,"None","0"
15000,"36 Months",10,"NOne",40000,"Debt Consolidation","AL",11.22,"None",34698.18194,745,0,0,8,"None",14067,38.8,15,180,"None","0"
12500,"60 Months",10,"MORTGAGE",70000,"0","AL",19.46,"None",34168.19236,770,3,0,12,"None",16830,25.3,31,0,"None","0"
17000,"36 Months",10,"NOne",115000,"0","CA",23.58,"None",30000,715,0,0,11,"None",50000,73.2,14,849,"None","0"
8000,"60 Months",8,"MORTGAGE",115000,"0","",6.03,"None",37059.33333,705,1,52,7,"None",0,0,35,0,"None","0"
11200,"36 Months",0.5,"NOne",46739.4,"Debt Consolidation","CA",3.93,"None",38761.24653,690,1,0,8,"None",6372,52.2,11,1000,"None","0"
9000,"36 Months",10,"NOne",50000,"Debt Consolidation","",19.32,"None",34610.53125,665,1,41,4,"None",7736,67.9,13,0,"None","0"
35000,"60 Months",7,"NOne",130000,"Debt Consolidation","CA",21.1,"Eight",35058.5,695,2,13,12,"None",50000,57.4,41,0,"None","0"
7500,"36 Months",9,"MORTGAGE",170000,"Debt Consolidation","AZ",21.74,"Eight",34663.24722,665,3,10,8,"None",50000,30.3,30,133,"None","0"
9800,"36 Months",9,"MORTGAGE",56500,"0","",21.2,"None",37160.13125,750,2,0,7,"None",19682,60,24,150,"None","0"
4000,"36 Months",4,"MORTGAGE",110000,"Debt Consolidation","CA",1.52,"None",36317.52708,665,1,0,6,"None",2783,45.6,10,418,"None","0"
20000,"36 Months",10,"MORTGAGE",2e+05,"Debt Consolidation","AZ",12.51,"None",30000,790,1,0,20,"None",32841,22.7,32,0,"None","0"
20000,"36 Months",8,"MORTGAGE",2e+05,"Debt Consolidation","AZ",7.02,"None",36025.5125,690,0,32,12,"None",50000,59.3,32,1000,"None","0"
12000,"36 Months",3,"MORTGAGE",101004,"Medical","",15.03,"None",34107.26528,705,3,56,10,"None",5527,25.9,36,0,"None","0"
17600,"60 Months",8,"NOne",72000,"Renewable Energy","",11.85,"None",35130.51181,740,1,0,14,"None",30999,37.9,30,119,"None","0"
28000,"36 Months",8,"MORTGAGE",2e+05,"Renewable Energy","AL",0.56,"None",30000,800,3,0,9,"None",0,0,17,780,"None","0"
25000,"60 Months",5,"MORTGAGE",113000,"Debt Consolidation","AZ",13.36,"None",35765.46736,730,1,0,6,"None",13313,94.2,31,384,"None","0"
3000,"36 Months",6,"MORTGAGE",65000,"Renewable Energy","AL",9.71,"None",37207.07153,690,2,0,12,"None",33590,84.4,27,118,"None","0"
5000,"36 Months",4,"MORTGAGE",108000,"Home Improvement","AL",16.04,"None",34753.26875,680,1,32,10,"None",1405,23.4,28,0,"None","0"
9000,"36 Months",8,"NOne",36120,"Debt Consolidation","CA",14.45,"None",37869.27986,705,0,0,7,"None",4551,25.3,10,284,"None","0"
6000,"36 Months",10,"MORTGAGE",46000,"Debt Consolidation","AL",14.71,"None",35994.37778,675,2,0,13,"None",14086,70.4,30,118,"None","0"
8000,"36 Months",6,"NOne",51996,"Debt Consolidation","",13.34,"None",36040.47778,690,0,52,6,"None",9202,52.6,8,480,"None","0"
3200,"36 Months",3,"NOne",83000,"Home Improvement","AL",11.15,"None",36882.43333,730,0,0,11,"None",9878,69.1,32,129,"None","0"
24925,"36 Months",10,"MORTGAGE",60000,"0","CA",22.94,"Eight",36452.08472,700,0,1,12,"None",37548,74,30,213,"None","0"
2225,"36 Months",0.5,"NOne",52500,"Debt Consolidation","AZ",8.14,"None",38390.16319,735,0,0,3,"None",2623,61,7,272,"None","0"
20000,"36 Months",10,"NOne",80004,"Debt Consolidation","CA",21.19,"Eight",30000,690,2,20,10,"None",11035,43.1,22,445,"None","0"
8500,"36 Months",3,"NOne",65000,"Debt Consolidation","AZ",9.18,"None",38031.34792,690,0,0,6,"None",9283,72.5,9,356,"None","0"
13000,"36 Months",6,"MORTGAGE",140000,"0","AL",10.95,"None",33226.29653,765,1,0,14,"None",20930,60,37,329,"None","0"
7200,"36 Months",10,"MORTGAGE",51000,"0","AL",5.74,"None",32936.23403,770,0,0,12,"None",12444,34.6,34,93,"None","0"
3300,"36 Months",10,"MORTGAGE",35004,"Medical","AZ",12.79,"None",34336.10417,775,1,0,6,"None",2453,11.1,32,0,"None","0"
6000,"36 Months",6,"NOne",50000,"Medical","AZ",19.58,"None",37262.23681,700,0,0,5,"None",14306,99.3,15,254,"None","0"
10000,"36 Months",2,"NOne",39000,"Debt Consolidation","AL",20.86,"None",35957.14375,715,0,0,8,"None",9844,39.1,12,530,"None","0"
20000,"36 Months",2,"NOne",101004,"Medical","CA",16.93,"Eight",36246.41597,665,0,6,6,"None",18606,67.5,9,479,"None","0"
8000,"36 Months",3,"NOne",62000,"Debt Consolidation","AL",9.54,"None",37511.26181,730,0,0,14,"None",2970,6,18,391,"None","0"
30000,"36 Months",2,"NOne",1e+05,"Debt Consolidation","",7.2,"None",35734.10069,775,0,0,12,"None",4621,14.3,40,1000,"None","0"
9000,"36 Months",0.5,"NOne",44700,"Medical","AZ",21.99,"None",32328.33125,760,3,0,18,"None",9519,17.8,49,47,"None","0"
18000,"36 Months",8,"MORTGAGE",65000,"0","AZ",10.58,"None",34238.30903,725,0,73,10,"None",12951,84.1,34,57,"None","0"
24250,"36 Months",1,"MORTGAGE",61547,"Debt Consolidation","AL",20.16,"None",36495.15069,700,3,0,4,"None",21111,75.7,22,668,"None","0"
8400,"36 Months",10,"MORTGAGE",41000,"Debt Consolidation","AZ",17.8,"Eight",36441.29861,670,3,5,12,"None",8757,67.9,38,0,"None","0"
9500,"36 Months",10,"NOne",54000,"Medical","CA",17.69,"None",37038.11389,680,1,0,6,"None",5460,85.3,11,117,"None","0"
14000,"36 Months",7,"MORTGAGE",90000,"Debt Consolidation","",15.85,"None",34615.21667,685,2,36,7,"None",8937,48,34,306,"None","0"
5100,"36 Months",1,"MORTGAGE",34000,"Debt Consolidation","AZ",16.45,"None",39079.53333,680,2,0,8,"None",5260,52.6,9,556,"None","0"
6400,"36 Months",3,"MORTGAGE",40000,"Debt Consolidation","AL",13.77,"None",35911.15972,695,0,53,13,"None",3704,23.7,29,0,"None","0"
15250,"36 Months",1,"MORTGAGE",33600,"Debt Consolidation","AL",19.21,"Eight",36394.43958,710,1,18,16,"None",7645,41.9,26,1,"None","0"
17000,"36 Months",5,"MORTGAGE",48000,"Debt Consolidation","AL",13.25,"None",36000.325,725,2,79,9,"None",10701,54.9,28,0,"None","0"
8575,"36 Months",10,"MORTGAGE",120000,"Debt Consolidation","AZ",22.86,"None",35287.49653,695,2,0,11,"None",19534,76.6,37,312,"None","0"
3600,"36 Months",3,"NOne",54250,"Debt Consolidation","AZ",14.29,"None",37882.38472,700,2,75,12,"None",7839,48.1,32,385,"None","0"
25000,"36 Months",10,"MORTGAGE",2e+05,"0","",0.06,"Eight",30000,750,2,11,10,"None",164,3.6,39,206,"None","0"
3900,"36 Months",4,"NOne",30000,"0","",2.4,"None",38184.51806,690,2,30,8,"None",2687,50.7,15,0,"None","0"
25000,"36 Months",10,"MORTGAGE",67000,"Home Improvement","AL",13.65,"None",33673.50208,685,1,49,13,"None",11325,43.9,27,262,"None","0"
25000,"36 Months",10,"MORTGAGE",104000,"Renewable Energy","",5.52,"None",31212.08056,760,4,0,9,"None",1900,38,35,216,"None","0"
2300,"36 Months",4,"NOne",50000,"Debt Consolidation","CA",6.62,"None",36543.10903,715,0,31,3,"None",8272,75.2,34,0,"None","0"
30000,"36 Months",4,"NOne",90000,"Debt Consolidation","AL",14.64,"None",35717.35694,710,0,0,9,"None",37691,90.4,20,1000,"None","0"
16000,"36 Months",7,"NOne",36000,"Renewable Energy","",16.1,"Eight",38442.13958,670,3,9,7,"None",3062,28.1,10,0,"None","0"
6600,"36 Months",6,"MORTGAGE",30000,"Debt Consolidation","AL",11.08,"None",38716.39792,695,2,0,6,"None",6593,55.9,12,438,"None","0"
9600,"36 Months",3,"MORTGAGE",48000,"Debt Consolidation","AZ",5.7,"Eight",32384.17917,680,0,10,8,"Four",5298,35.1,23,706,"One","0"
12000,"36 Months",0.5,"MORTGAGE",62004,"Home Improvement","CA",16.14,"Eight",36974.37014,700,2,12,8,"None",12175,80.1,25,380,"None","0"
1200,"36 Months",4,"MORTGAGE",26000,"Home Improvement","AL",10.71,"None",37014.40139,685,1,0,8,"None",8797,41.9,17,0,"None","0"
10000,"36 Months",9,"NOne",56000,"Debt Consolidation","CA",19.89,"None",35323.26458,695,2,0,15,"None",16617,44.9,25,44,"None","0"
25000,"60 Months",10,"NOne",70000,"Debt Consolidation","AZ",19.11,"None",34458.15625,675,0,35,7,"None",2594,68.3,36,539,"None","0"
5000,"36 Months",3,"NOne",30000,"0","AL",18.04,"None",38153.52153,670,1,0,9,"None",7768,42.9,14,40,"None","0"
4200,"36 Months",2,"MORTGAGE",120000,"Home Improvement","AL",6.35,"None",35077.20417,680,1,46,15,"None",2813,40.2,26,0,"None","0"
30000,"60 Months",10,"NOne",99996,"Debt Consolidation","CA",17.75,"None",34151.44306,755,0,0,13,"None",9591,29.5,31,0,"None","0"
6000,"60 Months",8,"NOne",82000,"Medical","CA",11.22,"None",31732.27708,700,0,35,15,"Four",11108,31.2,22,1000,"One","0"
10000,"36 Months",2,"NOne",65000,"Home Improvement","AL",27.18,"None",37525.24583,690,3,0,15,"None",11072,55.1,22,0,"None","0"
4000,"36 Months",10,"MORTGAGE",55000,"0","AL",9.49,"None",35462.06389,685,0,0,11,"None",14936,58.3,23,0,"None","0"
10000,"36 Months",9,"MORTGAGE",72000,"Debt Consolidation","AL",14.93,"None",36095.48542,680,0,0,9,"None",19302,95.1,17,461,"None","0"
8950,"36 Months",2,"MORTGAGE",70000,"0","AZ",21.24,"None",31952.26597,700,0,0,17,"None",50000,70,43,555,"None","0"
2500,"36 Months",5,"NOne",72000,"0","AL",16.3,"None",36407.5375,665,0,0,12,"None",16242,95.5,18,617,"None","0"
7800,"36 Months",1,"NOne",40000,"Debt Consolidation","AZ",15.84,"None",35919.39097,765,5,0,6,"None",4688,29.1,18,0,"None","0"
3625,"36 Months",0.5,"MORTGAGE",58000,"Debt Consolidation","AL",12.46,"None",37776.525,750,0,0,6,"None",16037,48.2,13,0,"None","0"
13000,"60 Months",8,"MORTGAGE",85000,"Medical","AL",14.47,"Eight",35403.49375,680,0,4,12,"None",18012,58.1,56,160,"None","0"
18000,"36 Months",10,"MORTGAGE",43000,"0","AL",26.79,"Eight",34474.28611,680,4,10,12,"None",12320,46,26,121,"None","0"
15000,"36 Months",0.5,"MORTGAGE",61572,"Home Improvement","AZ",15.42,"None",37206.06528,710,0,0,23,"None",6724,27.1,37,117,"None","0"
4000,"36 Months",6,"NOne",30000,"Medical","CA",6.04,"None",33184.25972,695,0,71,4,"Four",10366,64.4,9,377,"One","0"
15000,"36 Months",4,"MORTGAGE",48000,"Debt Consolidation","AL",21.07,"None",31848.37778,750,2,0,18,"None",25052,40.4,47,229,"None","0"
25000,"36 Months",7,"MORTGAGE",90000,"Debt Consolidation","CA",20.61,"None",36136.41042,675,2,0,9,"None",24130,76.4,29,252,"None","0"
6000,"36 Months",0,"MORTGAGE",60000,"Debt Consolidation","",9.66,"None",32922.36736,665,2,74,11,"None",10736,53.1,40,0,"None","0"
18725,"36 Months",1,"NOne",42000,"Debt Consolidation","AL",22.26,"None",32690.24792,720,0,0,3,"None",22710,94.6,11,46,"None","0"
35000,"60 Months",10,"MORTGAGE",110000,"Debt Consolidation","AZ",17.13,"None",36396.08472,740,0,0,10,"None",14978,33.1,24,89,"None","0"
2400,"36 Months",6,"NOne",47652,"Medical","CA",20.67,"None",36693.53889,680,1,74,9,"None",19888,94.7,25,174,"None","0"
8000,"36 Months",10,"MORTGAGE",72000,"Debt Consolidation","AL",18.93,"None",35244.32222,680,0,51,5,"None",6471,98.3,16,0,"None","0"
5000,"36 Months",10,"MORTGAGE",77004,"Home Improvement","",16.99,"Eight",31539.34097,660,2,13,13,"None",9586,41.5,32,64,"None","0"
13200,"36 Months",6,"MORTGAGE",62500,"Debt Consolidation","AZ",12.06,"None",35394.36042,730,0,0,7,"None",10264,55.8,17,0,"None","0"
25000,"36 Months",10,"MORTGAGE",2e+05,"Debt Consolidation","AL",2.26,"None",34256.36944,745,0,0,6,"None",24361,84.3,19,66,"None","0"
17050,"36 Months",4,"NOne",35000,"0","",11.38,"None",39571.13472,670,0,0,9,"None",14446,60.2,15,0,"None","0"
5000,"60 Months",3,"MORTGAGE",63945,"0","CA",13.64,"None",35513.12986,730,1,0,21,"None",32100,59.8,37,0,"None","0"
6600,"36 Months",0.5,"MORTGAGE",120000,"Debt Consolidation","AL",19.55,"None",35836.32986,730,1,0,12,"None",16866,35.5,28,427,"None","0"
7800,"36 Months",0.5,"MORTGAGE",48000,"Debt Consolidation","CA",14.32,"None",36246.35972,735,0,0,11,"None",23499,46.3,29,127,"None","0"
10000,"36 Months",5,"MORTGAGE",110000,"Home Improvement","",15.91,"None",33081.28472,675,0,44,15,"None",18215,89.7,39,140,"None","0"
2400,"60 Months",10,"MORTGAGE",85000,"Renewable Energy","AL",1.26,"None",35144.04792,785,0,77,13,"None",4399,5.4,36,0,"None","0"
15000,"36 Months",2,"NOne",67000,"Debt Consolidation","",13.81,"None",37462.07917,685,0,0,9,"None",13217,96.5,25,1000,"None","0"
6000,"36 Months",8,"MORTGAGE",2e+05,"0","AL",1.7,"None",36003.48403,720,2,29,10,"None",6530,23.3,34,155,"None","0"
9950,"36 Months",2,"MORTGAGE",36600,"Debt Consolidation","CA",19.87,"None",37911.06181,715,0,0,8,"None",10974,56.9,13,837,"None","0"
7500,"36 Months",3,"MORTGAGE",28828,"Debt Consolidation","CA",19.02,"None",37162.37153,720,0,0,8,"None",1675,14,11,87,"None","0"
28000,"36 Months",8,"MORTGAGE",140000,"Debt Consolidation","AZ",20.35,"None",36481.0875,685,1,0,11,"None",49296,78.2,23,0,"None","0"
6000,"36 Months",0.5,"NOne",70000,"Debt Consolidation","",7.15,"None",37296.09792,690,3,0,11,"None",5217,44.6,12,107,"None","0"
15000,"36 Months",0.5,"NOne",65000,"Debt Consolidation","CA",4.3,"None",34978.42014,765,1,0,6,"None",2438,19.1,21,472,"None","0"
2600,"36 Months",9,"MORTGAGE",33600,"0","AL",0,"None",33456.47639,700,0,34,2,"None",0,0,21,0,"None","0"
6000,"36 Months",10,"MORTGAGE",127000,"Home Improvement","AL",1.9,"None",34007.08472,770,0,0,5,"None",10058,26.7,23,0,"None","0"
25000,"36 Months",1,"MORTGAGE",170004,"Debt Consolidation","AZ",24.89,"None",35814.10139,680,2,0,17,"None",41695,87,41,0,"None","0"
12000,"36 Months",2,"NOne",50000,"0","",10.81,"None",36184.40764,700,0,0,6,"None",17139,51.3,26,312,"None","0"
4200,"36 Months",0,"MORTGAGE",24000,"Debt Consolidation","AL",8.5,"None",36601.41597,700,3,42,11,"None",4665,28.1,27,0,"None","0"
34800,"60 Months",10,"MORTGAGE",2e+05,"0","",13.95,"None",36131.3875,695,1,0,13,"None",34885,70.3,22,0,"None","0"
7000,"36 Months",7,"NOne",56000,"Debt Consolidation","AL",9.11,"None",34934.29306,760,1,77,13,"None",977,2.7,32,255,"None","0"
18000,"36 Months",9,"NOne",90000,"0","AL",23.73,"None",34642.125,700,0,0,6,"None",50000,81.8,11,391,"None","0"
6000,"36 Months",5,"MORTGAGE",64000,"0","CA",21.06,"Eight",35936.46389,675,0,10,8,"None",13273,66.7,15,357,"None","0"
6500,"36 Months",2,"NOne",21600,"Medical","CA",15.17,"None",38666.25833,705,0,0,3,"None",1855,23.2,3,409,"None","0"
7500,"36 Months",2,"NOne",50000,"Home Improvement","AL",9.62,"None",36586.27847,715,2,0,21,"None",11579,37,34,259,"None","0"
2125,"36 Months",4,"MORTGAGE",46000,"Debt Consolidation","AL",8.14,"None",37899.10069,665,0,0,6,"None",2581,83.3,7,113,"None","0"
