"Loan.Amount","Loan.Term","Employment.Length","Home.Ownership","Annual.Income","Loan.Purpose","Address.State","Debt.To.Income.Ratio","No..Delinquencies.In.Last.2.Years","Earliest.Credit.Line.Opened","FICO.Credit.Score","No..Inquiries.In.Last.6.Months","Months.Since.Last.Delinquency","No..Of.Credit.Lines","No..Adverse.Public.Records","Total.Credit.Balance","Use.Of.Credit.Line","Total.Number.Of.Credit.Lines","Loan.Application.Description","No..Of.Public.Record.Bankruptcies","Class"
12000,"36 Months",1,"NOne",24000,"Debt Consolidation","CA",14.5,"None",37471.48333,670,0,0,7,"None",9273,43.9,10,59,"None","0"
9325,"36 Months",10,"NOne",70522.26,"Debt Consolidation","",18.96,"Eight",33992.17917,690,1,19,9,"None",5749,43.2,23,235,"None","0"
4000,"36 Months",2,"NOne",24000,"Medical","AZ",6,"None",36693.26875,750,0,55,8,"None",2666,12.1,19,21,"None","0"
24625,"36 Months",8,"MORTGAGE",120000,"0","AL",12.81,"None",34083.31667,675,0,73,14,"None",33698,91.3,24,729,"None","0"
22550,"36 Months",4,"MORTGAGE",34992,"Debt Consolidation","",20.82,"Eight",32673.34444,665,3,18,13,"None",14534,48.9,22,32,"None","0"
12000,"36 Months",0.5,"NOne",105000,"Home Improvement","AL",18.25,"None",35066.26806,665,2,34,10,"None",5861,53.8,16,16,"None","0"
4000,"36 Months",0.5,"NOne",50952,"Medical","CA",9.14,"None",35435.26042,665,0,30,2,"None",463,92.6,9,449,"None","0"
8800,"36 Months",0.5,"MORTGAGE",25000,"Debt Consolidation","AZ",0,"Eight",36065.27569,710,0,4,2,"None",0,0,13,31,"None","0"
5800,"36 Months",1,"NOne",41300,"Home Improvement","",2.32,"None",36816.37847,770,0,0,14,"None",2650,6.6,18,43,"None","0"
1000,"36 Months",0.5,"NOne",5000,"Debt Consolidation","",18,"None",38227.38264,700,2,0,5,"None",961,26,7,339,"None","0"
1000,"36 Months",0.5,"MORTGAGE",120000,"Medical","CA",0.65,"None",35619.33333,790,1,0,7,"None",2227,3.8,37,1000,"None","0"
12000,"36 Months",6,"MORTGAGE",100671.39,"0","",6.64,"None",30000,720,0,62,16,"Four",7606,18.6,39,49,"One","0"
20000,"36 Months",6,"NOne",83000,"0","AL",16.05,"None",37239.23819,665,0,0,11,"None",27293,86.6,14,520,"None","0"
8000,"36 Months",3,"NOne",54000,"0","",10.44,"None",35981.15764,765,1,0,20,"None",0,0,42,512,"None","0"
2800,"36 Months",1,"NOne",29376,"Medical","CA",3.96,"None",35501.22014,765,1,0,8,"None",1773,5,15,55,"None","0"
20000,"36 Months",10,"NOne",38556,"Debt Consolidation","AL",14.04,"None",37633.45694,700,3,0,8,"None",21777,53.7,14,24,"None","0"
16000,"36 Months",7,"NOne",97188,"Medical","CA",12.43,"None",36853.49167,665,3,49,11,"None",4281,63,19,58,"None","0"
10000,"36 Months",0.5,"NOne",24960,"Debt Consolidation","AZ",8.17,"None",36133.49722,710,0,0,6,"None",4475,63,10,158,"None","0"
12000,"36 Months",10,"MORTGAGE",1e+05,"Debt Consolidation","AL",8.17,"None",35594.14931,705,2,0,14,"None",25413,45.2,26,78,"None","0"
4000,"36 Months",4,"NOne",21600,"Debt Consolidation","AL",10.33,"None",37514.44583,740,1,0,6,"None",3737,55.8,11,91,"None","0"
12000,"36 Months",2,"NOne",68640,"Debt Consolidation","CA",7.47,"Eight",33855.34028,715,0,8,8,"None",11370,41.6,22,238,"None","0"
6000,"36 Months",10,"MORTGAGE",120000,"Medical","AL",6.81,"None",37395.35972,660,0,24,8,"None",19504,77.3,11,17,"None","0"
18000,"36 Months",10,"MORTGAGE",102000,"Debt Consolidation","AL",16.95,"None",35806.37569,745,2,0,30,"None",10463,8.2,63,38,"None","0"
15000,"36 Months",10,"NOne",71000,"Debt Consolidation","CA",6.88,"None",34847.30486,740,0,0,16,"None",6297,14.5,36,62,"None","0"
11000,"36 Months",10,"NOne",62000,"0","CA",14.07,"None",31570.33472,790,0,0,14,"None",33060,21.7,23,181,"None","0"
20000,"36 Months",2,"NOne",73992,"Home Improvement","AZ",13.28,"None",37667.28264,730,1,0,6,"None",2344,9.8,9,271,"None","0"
3000,"36 Months",1,"MORTGAGE",60600,"Medical","AZ",1.19,"None",33167.31875,795,0,0,10,"None",2907,4,18,32,"None","0"
9500,"36 Months",1,"NOne",58000,"Debt Consolidation","",21.93,"None",34844.44792,725,2,31,20,"None",26218,28.7,26,49,"None","0"
4350,"36 Months",6,"NOne",22000,"Debt Consolidation","CA",24.71,"None",38146.48542,705,0,0,10,"None",5967,25.5,10,29,"None","0"
12000,"36 Months",3,"NOne",120000,"Medical","AL",4.28,"Eight",35358.35625,720,1,9,2,"None",7335,45.8,19,48,"None","0"
6000,"36 Months",6,"NOne",49500,"Debt Consolidation","AL",0,"Eight",36919.51458,670,1,22,6,"None",0,0,8,256,"None","0"
2675,"36 Months",10,"NOne",40000,"0","AZ",16.68,"None",32451.07083,735,0,54,11,"None",19210,48.3,25,320,"None","0"
15000,"36 Months",0.5,"MORTGAGE",40000,"Renewable Energy","AZ",4.05,"None",36680.27292,715,3,0,3,"None",11601,85.9,6,1000,"None","0"
7850,"36 Months",3,"NOne",26000,"Debt Consolidation","AZ",6.14,"None",37400.30625,695,1,63,5,"None",991,34.2,17,336,"None","0"
2500,"36 Months",10,"MORTGAGE",2e+05,"Medical","AZ",2.45,"Eight",33201.29861,760,5,15,13,"None",50000,9.4,44,85,"None","0"
3000,"36 Months",3,"MORTGAGE",120000,"Medical","CA",8.71,"Eight",37130.175,685,1,18,5,"None",199,1.1,15,42,"None","0"
4000,"36 Months",10,"MORTGAGE",62500,"Home Improvement","AL",5.82,"None",34012.12847,770,0,0,9,"None",773,4.8,31,58,"None","0"
2000,"36 Months",2,"NOne",18000,"Debt Consolidation","AL",22,"Eight",37972.25625,660,3,9,11,"None",1042,37.2,16,81,"None","0"
2000,"36 Months",5,"MORTGAGE",24000,"0","AZ",18.65,"Eight",35988.33611,725,2,16,8,"None",597,14.2,21,36,"None","0"
20000,"36 Months",3,"NOne",133000,"0","AL",13.42,"None",36023.35903,685,0,0,9,"None",46086,92.7,10,47,"None","0"
13025,"36 Months",1,"MORTGAGE",40000,"Debt Consolidation","CA",17.01,"None",35094.10833,750,2,0,12,"None",35944,56.2,21,161,"None","0"
10000,"36 Months",6,"NOne",49500,"Medical","AL",1.21,"Eight",36924.12986,670,0,22,7,"None",0,0,9,180,"None","0"
11200,"36 Months",0.5,"NOne",60000,"Debt Consolidation","AZ",14.26,"None",32664.06875,700,0,62,9,"None",7973,89.6,33,1000,"None","0"
10000,"36 Months",0.5,"NOne",24600,"Debt Consolidation","",9.95,"None",34277.31667,750,1,0,6,"None",8522,21.7,16,115,"None","0"
25000,"36 Months",0.5,"MORTGAGE",120000,"0","AZ",18.08,"Eight",36114.42014,675,2,16,24,"None",50000,86.1,30,121,"None","0"
9325,"36 Months",4,"NOne",30000,"Debt Consolidation","AZ",21.88,"None",37884.44444,665,0,0,5,"None",7429,82.5,9,80,"None","0"
15000,"36 Months",8,"MORTGAGE",88296,"Debt Consolidation","CA",13.73,"None",33955.53403,730,0,36,14,"None",14903,35.3,48,605,"None","0"
11500,"36 Months",4,"MORTGAGE",107000,"0","AL",8.16,"None",33655.41458,755,1,0,12,"None",18314,50.6,32,530,"None","0"
3500,"36 Months",0.5,"NOne",28800,"0","AL",0,"None",36413.32708,775,1,0,2,"None",150,7.5,5,48,"None","0"
2000,"36 Months",0.5,"MORTGAGE",67992,"Medical","AZ",9.99,"Eight",31258.11111,765,1,15,10,"None",2475,5.4,32,13,"None","0"
8775,"36 Months",8,"NOne",45600,"Medical","AZ",15.53,"None",37620.53056,675,1,33,10,"None",8494,44.2,13,84,"None","0"
10000,"36 Months",2,"NOne",69600,"Home Improvement","AZ",14.03,"None",33930.06944,760,5,0,8,"None",11333,45.5,24,218,"None","0"
2000,"36 Months",4,"NOne",35064,"0","AL",18.96,"None",37260.18819,740,0,0,9,"None",4922,30.6,13,26,"None","0"
3000,"36 Months",4,"NOne",48000,"Medical","CA",0,"None",34291.50764,690,0,0,3,"None",0,0,6,36,"None","0"
10000,"36 Months",1,"NOne",77250,"Debt Consolidation","CA",5.93,"None",34651.51319,725,0,0,10,"None",11496,26.6,20,83,"None","0"
7000,"36 Months",3,"NOne",36500,"0","AL",7.76,"None",37441.15139,685,0,0,5,"None",6999,65.7,5,285,"None","0"
2200,"36 Months",6,"NOne",39270,"Medical","AL",17.2,"Eight",38041.26319,665,0,12,4,"None",4863,69.5,6,70,"None","0"
500,"36 Months",0.5,"NOne",19500,"Medical","",3.69,"None",30631.26806,665,0,0,8,"Four",12229,90.6,15,218,"None","0"
7500,"36 Months",0.5,"MORTGAGE",75000,"0","AL",6.06,"None",36302.29028,740,0,0,7,"None",4286,40.4,9,197,"None","0"
